"V1" "V2"
"378" -0.61637831 -0.61364427
"379" -1 -0.002265745
"380" -0.682841339 0.666091283
"381" -0.618815394 -0.615400909
"382" -0.228095692 0.560722743
"383" -0.512376725 0.152549333
"384" 0.622745035 0.56692033
"385" 0.126032158 -0.546128131
"386" -0.62130318 -0.61936281
"387" 0.12077403 -0.5504213
"388" -0.63775909 0.02831369
"389" 0.55052676 0.530949
"390" -0.40443675 0.49370639
"391" 1 -0.49877554
"392" 1 0.62115198
"393" 0.25564397 -0.57285035
"394" 1 -0.16730757
"395" -0.02560371 0.71740021
"396" -0.15727896 -0.65467411
"397" -0.44365823 0.31215418
"398" 1 -0.58827206
"399" 0.19449671 -0.10785288
"400" -0.61592792 -0.61375787
"401" -0.4610179 0.51850084
"402" 1 -0.40423972
"403" 0.65168995 0.61277721
"404" 0.07768551 -0.59964832
"405" -0.64777601 0.02436615
"406" 0.53891248 0.10535747
"407" -0.612115427 -0.613126215
"408" 0.114993578 -0.553822354
"409" -1 -0.002454831
"410" -0.336971427 0.537890327
"411" 0.550155981 0.146923406
"412" 1 -0.488587315
"413" -0.541553543 0.115707053
"414" 0.06081201 -0.61806474
"415" -0.43592615 0.5051507
"416" 0.18474693 -0.10999694
"417" 1 -0.37994109
"418" -0.64212919 0.02979161
"419" 0.62714723 0.56480917
"420" 0.66612366 -0.74870811
"421" -0.64243296 0.64439385
"422" -0.31651864 0.27785944
"423" -0.02306335 0.71852507
"424" 1 -0.47661839
"425" -0.67943262 -0.01818637
"426" 0.62130762 0.56395357
"427" 0.11317147 -0.55386681
"428" -0.615270363 -0.612371996
"429" 0.55682131 0.508109782
"430" 1 -0.48273667
"431" -0.434748678 0.379597776
"432" 0.005104006 1
"433" 0.113708361 -0.553714699
"434" 1 0.622054692
"435" -0.63997112 0.02277061
"436" 1 -0.24885571
"437" -0.0101527 0.72726205
"438" -0.67360215 -1
"439" -0.51211601 0.52487615
"440" 0.11715326 -0.5539932
"441" 0.66953947 -0.74737245
"442" -0.63892598 0.64637082
"443" 0.56123062 0.13348415
"444" -0.41403186 0.2106075
"445" 0.66200714 0.62244628
"446" -0.61672458 -0.61315699
"447" 0.17238472 -0.14955176
"448" 0.02379786 -0.63740176
"449" -0.6167075 -0.61432014
"450" -0.39167258 0.48377581
"451" 0.62387819 0.57172591
"452" 0.67031239 -0.74603659
"453" -0.63932886 0.02620467
"454" 0.18423758 -0.14461787
"455" -0.66811787 1
"456" -0.65543271 0.65585755
"457" -0.01065489 0.73194685
"458" 0.05369899 -0.62405809
"459" 0.70667931 0.63808363
"460" -0.65024095 0.03158959
"461" -0.66018467 -0.65731139
"462" 0.55904954 0.12604842
"463" -0.698424124 -0.695977857
"464" 1 -0.552171867
"465" 1 0.622684692
"466" -0.705643617 0.003839412
"467" -0.695352818 0.699373416
"468" 0.573667715 0.627671311
"469" 0.660686073 -1
"470" -0.66741731 1
"471" 1 -0.56467989
"472" -0.76591066 -0.69883557
"473" 0.66761077 -0.82926933
"474" 1 0.62899688
"475" -0.83256539 0.65931334
"476" -0.01603027 -0.79048577
"477" 1 -0.42817251
"478" -0.64119865 0.65184857
"479" 0.08804868 -0.59769752
"480" -0.62197415 -0.6203165
"481" -0.54120016 0.14278037
"482" 0.63124648 0.5731574
"483" -0.09856349 0.66418263
"484" -0.65991444 -0.65694558
"485" 0.69863422 0.6231003
"486" -0.63737412 0.04464459
"487" -0.65367584 0.65421089
"488" -0.01043489 0.73210192
"489" 0.10832869 -0.5781907
"490" 1 -0.51860944
"491" -0.6503446 0.010667882
"492" 1 -0.236888166
"493" -0.668119998 1
"494" 0.123692014 -0.550865216
"495" -0.470296876 0.485659902
"496" 0.550235783 0.133565699
"497" -0.006677469 0.73005743
"498" 0.03025219 -0.63824472
"499" 1 -0.53146687
"500" 1 0.62117635
"501" -0.6662249 -0.65555802
"502" -0.63478098 0.63220966
"503" 0.54458126 0.60230024
"504" 0.54696749 0.10570838
"505" -0.5652114 -0.615519
"506" -1 -0.6706796
"507" 0.1318696 -0.5724257
"508" -0.6686826 1
"509" 0.7709801 0.6344413
"510" -0.453096 0.3703909
"511" 1 -0.5289454
"512" -0.61627686 -0.61369272
"513" -0.40818371 0.4907815
"514" 0.0462579 -0.62051328
"515" 1 -0.342887
"516" 0.19608527 -0.11922515
"517" 0.66770111 -0.74598536
"518" -0.63518694 0.02571693
"519" -0.63910537 0.02545386
"520" 0.54439927 0.59834422
"521" 0.16828403 -0.15277794
"522" 1 0.62177812
"523" 0.03074964 -0.63611296
"524" 0.5627179 0.11571709
"525" -0.41786597 0.49360815
"526" -0.61646944 -0.61427446
"527" 0.09107658 -0.5881703
"528" -0.41042321 0.49395792
"529" -0.67163988 1
"530" -0.6502938 0.02088474
"531" 1 -0.42742108
"532" 0.62843496 0.56475527
"533" -0.62358187 -0.6195053
"534" -0.02623137 0.72843539
"535" 0.62771532 0.56260556
"536" 0.22263215 -0.12620867
"537" 0.05893364 -0.62521215
"538" -0.52919389 0.54898501
"539" -0.63229429 0.04100986
"540" -0.72529128 0.71462891
"541" 0.94862997 -0.49043939
"542" -0.31260207 0.23828378
"543" 0.39849161 -0.00878586
"544" 0.5150028 0.51190773
"545" -0.61532955 -0.4258779
"546" 0.13740538 -0.74177185
"547" -0.45734056 0.52078978
"548" 0.16748094 -0.16262203
"549" -0.64298505 0.03738988
"550" 0.56101736 0.11793855
"551" 1 0.62376708
"552" 0.55209339 0.61709688
"553" 0.02860654 -0.64707731
"554" -0.46441767 0.33544714
"555" 0.56426912 0.48987067
"556" 0.66399866 -1
"557" 0.11445156 -0.54189807
"558" 1 0.62401643
"559" -0.03379092 0.70830975
"560" -0.61852679 -0.61772428
"561" -0.62007428 -0.6181768
"562" 1 -0.42999363
"563" -0.11328205 0.65293146
"564" -0.64329872 0.65088064
"565" 0.09221406 -0.58502649
"566" -0.52708019 0.14969704
"567" 0.62925301 0.56934201
"568" -0.64260706 -0.6405286
"569" -0.67881406 0.01925878
"570" 0.19320082 -0.09869019
"571" -0.68593029 0.68296
"572" 1 -0.40334648
"573" 0.06781913 -0.62696415
"574" -0.29213908 0.37483698
"575" 0.08893254 -0.58837742
"576" -0.64712758 0.02213374
"577" 0.61326905 0.56804832
"578" 1 -0.16654557
"579" 1 -0.60309516
"580" -0.61592466 -0.61362634
"581" -0.43594004 0.50486614
"582" -0.63099268 0.02935805
"583" -0.01970863 0.72323434
"584" 0.53837228 0.1036406
"585" -0.61587709 -0.61317239
"586" 0.64670785 0.60635923
"587" 0.1093261 -0.56033481
"588" -0.51069061 0.52825962
"589" -0.64192326 0.02272653
"590" 0.0979602 -0.57488868
"591" -0.4334913 0.50133649
"592" 1 0.62393204
"593" 1 -0.44593351
"594" -0.6157862 -0.61324033
"595" 0.5654476 0.47766165
"596" 0.2314537582 -0.1028577919
"597" 0.0734963321 -0.6174677546
"598" -0.3135471432 0.3605229509
"599" -0.6296664729 -0.6278253813
"600" 0.6497581623 0.5758305691
"601" -0.6782074473 0.0006364557
"602" -0.6840309811 0.6804929524
"603" -0.64095893 0.64429182
"604" 0.63115037 0.57027092
"605" -0.68220255 -0.02604312
"606" 1 -0.43342932
"607" -0.03363277 0.70883479
"608" -0.6208427 -0.61817437
"609" -0.30840331 0.26418562
"610" 0.03599778 -0.64623505
"611" -0.65237509 0.03413113
"612" 0.18483708 -0.1501949
"613" 0.67683758 0.62974802
"614" -0.63591779 -0.63047262
"615" -0.47118462 0.52839027
"616" 0.58271779 0.12936528
"617" -0.76003117 -0.83098614
"618" -0.41419873 0.31894712
"619" 0.1665082 -0.7083016
"620" -0.68413626 0.6391418
"621" 0.96954046 -0.31978392
"622" 0.65865487 0.72647406
"623" 0.11661065 0.00344498
"624" -0.626561063 -0.623034615
"625" -0.307501267 0.379404144
"626" 1 -0.428175955
"627" -0.66198076 0.008167782
"628" -0.682094172 0.674864605
"629" 0.182723021 -0.171707079
"630" 0.634359115 0.569766888
"631" -0.63290724 0.02842861
"632" 0.19364829 -0.12427473
"633" 1 -0.47871873
"634" -0.01833981 0.72310861
"635" 0.04808529 -0.62112759
"636" 0.62205668 0.56522425
"637" -0.5082094 0.5251509
"638" -0.42486324 0.50614177
"639" 0.57756109 0.45545868
"640" -0.63714116 0.01501957
"641" 1 -0.43394735
"642" -0.6748139 1
"643" -0.62361627 -0.61682413
"644" 1 0.62907254
"645" 0.10446386 -0.56383422
"646" -0.61608289 -0.61439272
"647" -0.42593613 0.50058493
"648" 0.53166163 0.10320856
"649" 1 -0.42835268
"650" 0.64956242 0.60893801
"651" -0.63735303 0.02565118
"652" -0.634223 0.643405
"653" 1 -0.3977786
"654" -0.0973085 0.6773164
"655" 0.651781 0.6116213
"656" -0.5181032 0.1373447
"657" 0.6637427 -1
"658" 0.5664329 0.1035937
"659" -0.61556339 -0.61311791
"660" 0.10164212 -0.56625563
"661" 1 -0.55641096
"662" 0.61556259 0.56283102
"663" 0.92575115 -0.09623903
"664" -0.63880767 0.02345398
"665" -0.41672808 0.49296865
"666" -0.62418911 -0.62250466
"667" 0.10159182 -0.59544437
"668" 0.6608258 0.61936886
"669" -0.0295269 0.73178013
"670" -0.56409491 0.58443025
"671" 0.56146666 0.09988954
"672" -0.63542265 0.05306914
"673" -0.61745239 -0.61551743
"674" 1 -0.39847527
"675" -0.47857967 0.53175337
"676" 0.54443073 0.10573559
"677" -0.65227326 0.02651239
"678" 0.65585016 0.61757012
"679" 0.06917913 -0.61447956
"680" -0.67467758 1
"681" -0.61735918 -0.61558271
"682" -0.65729246 0.02027462
"683" 0.63418586 0.56881966
"684" -0.41415889 0.50045276
"685" 0.0857618 -0.60228079
"686" 1 -0.42843585
"687" -0.49616088 0.54408373
"688" 0.2613732 -0.08243124
"689" 1 0.62810763
"690" -0.64999284 0.03551215
"691" 0.08555957 -0.6158087
"692" 0.57914614 0.4414613
"693" -0.63020428 -0.62540496
"694" -0.68116572 0.67639391
"695" 0.07464443 -0.61931336
"696" -0.67423661 0.01430134
"697" 0.70748899 -0.73682122
"698" 0.18936389 -0.10698584
"699" -0.29481528 0.36956393
"700" -0.63477703 -0.63244037
"701" -0.62155905 -0.62005896
"702" 1 -0.59841971
"703" 0.2002178 -0.10903306
"704" 1 -0.16618528
"705" 0.05225127 -0.61607419
"706" 0.61857308 0.5672225
"707" -0.44440755 0.3835006
"708" -1 -0.67338036
"709" 0.64909121 0.60921763
"710" -0.46491689 0.31963493
"711" 0.55716798 0.10346534
"712" -0.04648421 0.71054138
"713" -0.56997366 -0.58069917
"714" 1 -0.40670982
"715" -0.673671968 0.003281331
"716" 0.623833827 0.557338601
"717" -0.676641601 0.672417275
"718" 0.031678748 -0.64035121
"719" 0.579921579 0.097662756
"720" -0.315371876 0.35673621
"721" 0.169036912 -0.153286263
"722" -0.6158795681 -0.6138647892
"723" 0.1076238438 -0.5602490901
"724" -0.664944357 -0.0008530691
"725" 1 -0.4624513996
"726" -0.3130480414 0.3495903628
"727" 0.6235997277 0.5644789331
"728" -0.6682603273 0.6646990258
"729" -0.67549546 -1
"730" 0.54031487 0.10161084
"731" -0.52098312 0.53839075
"732" 0.64639577 0.60601511
"733" -0.0228816 0.72232649
"734" -0.62297901 0.03301984
"735" -0.58645154 -0.56332422
"736" -0.64293431 0.64512718
"737" -0.31641418 0.27606027
"738" 1 -0.48081659
"739" -0.68016864 -0.01910845
"740" 0.55504172 0.15138512
"741" -0.02649121 0.71812548
"742" -0.61715076 -0.61467705
"743" -0.62098908 -0.61909721
"744" 0.19830859 -0.1082254
"745" 1 -0.45172011
"746" 0.05284474 -0.60450072
"747" 0.62655291 0.56418265
"748" 0.66364478 -1
"749" -0.44274662 0.38366586
"750" 0.04868252 -0.62145704
"751" 0.19346966 -0.12453964
"752" -0.51267637 0.52966576
"753" 0.62271632 0.565523
"754" 1 -0.47626186
"755" -0.63159734 0.03105224
"756" -0.0197323 0.72276239
"757" 0.08694292 -0.5752319
"758" 0.54851903 0.1064512
"759" 1 -0.42817143
"760" 0.64883291 0.60879962
"761" -0.46097474 0.32703116
"762" -0.61680707 -0.6160377
"763" -0.04216145 0.71134014
"764" -0.53046165 0.1466772
"765" 0.09526252 -0.57819421
"766" -0.61873398 -0.61658189
"767" 0.6289251 0.56857538
"768" -0.14287386 0.62937349
"769" -0.65170379 0.65179116
"770" 1 -0.43668579
"771" -0.62296359 -0.62176609
"772" 0.19801101 -0.10852712
"773" 1 -0.44113677
"774" 0.62860304 0.56379805
"775" 0.05263346 -0.61623846
"776" -0.44151459 0.37846134
"777" -0.66969706 1
"778" 0.08774075 -0.58463258
"779" 0.53553824 0.10629139
"780" -0.61563112 -0.61321283
"781" -0.64355061 0.02308497
"782" 0.64945862 0.60982482
"783" 1 -0.41933169
"784" -0.44384338 0.50696221
"785" 0.1606347 -0.13639835
"786" 1 -0.42194396
"787" 0.57242737 0.12951075
"788" 0.03930945 -0.63579167
"789" -0.64173745 0.03299852
"790" 0.66515407 0.62454173
"791" -0.44397517 0.51256176
"792" -0.62953237 -0.60849706
"793" -0.01183157 -1
"794" 0.16887102 -0.11294624
"795" -0.44885142 0.38542019
"796" 0.57454923 0.13817624
"797" 0.11082226 -0.57987908
"798" 0.66918113 0.62748705
"799" -0.62178838 -0.62459985
"800" 0.60941456 0.57732642
"801" -0.02889038 0.70962484
"802" 0.07066588 -0.59435792
"803" 1 -0.16736543
"804" -0.47780974 0.35892321
"805" 1 -0.61292415
"806" -0.63245669 -0.62743569
"807" -0.48326838 0.53566502
"808" -0.65566202 0.03298195
"809" 0.63474412 0.56647487
"810" 0.07641457 -0.62101792
"811" 0.2400712 -0.07602321
"812" 1 -0.42534768
"813" 0.63185177 0.57306576
"814" -0.53076157 0.1510933
"815" 0.08960047 -0.59353392
"816" 1 -0.42475776
"817" -0.10479593 0.66047775
"818" -0.64596849 0.65584451
"819" -0.62334536 -0.62173906
"820" 0.6673928 -0.7535222
"821" 0.6806843 0.6450359
"822" -0.5381058 0.148629
"823" -0.6451874 0.6587532
"824" 0.5796134 0.1565217
"825" 0.1133139 -0.584348
"826" -0.0788616 0.6990353
"827" -0.64560267 0.02868344
"828" -0.46516409 0.52075514
"829" 0.57401854 0.44129184
"830" 0.07596238 -0.61295591
"831" 1 0.62522912
"832" -0.62419871 -0.62027277
"833" 0.23908392 -0.0941145
"834" -0.61710863 -0.61422545
"835" 0.62180744 0.56338876
"836" -0.04012872 0.70910119
"837" 0.04754783 -0.62018773
"838" 0.6849747 -0.73820372
"839" -0.45279426 0.31118127
"840" 0.19397888 -0.12364148
"841" 0.16426818 -0.14767769
"842" 0.62261129 0.56803084
"843" 0.02947169 -0.6342325
"844" 1 -0.45370693
"845" -0.62041969 -0.61798973
"846" 0.56801592 0.10647163
"847" 0.67468679 1
"848" -0.61666268 -0.61440525
"849" 1 -0.41591448
"850" 0.64959361 0.60977698
"851" -0.43915197 0.50533992
"852" 0.5337828 0.10489226
"853" -0.64247048 0.02379148
"854" 0.09246644 -0.57917322
"855" -0.63036712 -0.62566214
"856" 0.03651873 -0.64134971
"857" 0.66986073 0.62603296
"858" 0.57738552 0.12897462
"859" -0.45575323 0.5165121
"860" -0.64890994 0.03032293
"861" 0.18070911 -0.14828907
"862" -1 0.69241514
"863" -0.61846264 -0.63159323
"864" -0.65969123 -0.02321935
"865" 0.10633594 -0.60507317
"866" -0.45117649 0.49873765
"867" 0.66609456 0.62105084
"868" 0.52107557 0.08572159
"869" -0.61888642 -0.61698793
"870" 0.51857132 0.07356934
"871" -0.65136783 0.03046753
"872" 0.5554752 0.53973583
"873" 1 -0.38568695
"874" 0.06762533 -0.61751523
"875" -0.49183504 0.54197886
"876" 0.62167882 0.56452929
"877" 1 -0.36481585
"878" 0.67096341 -0.74143904
"879" -0.54444013 0.5606647
"880" -0.60964289 0.04536883
"881" -0.03050552 0.70960183
"882" -0.61818907 -0.61223478
"883" -0.663774121 0.661950771
