"V1" "V2"
"1751" -0.63756758 -0.63237285
"1752" -0.6534963 0.04247335
"1753" 0.27464985 -0.07693798
"1754" 1 0.63183743
"1755" 0.5845793 0.4474788
"1756" 0.08911569 -0.621965
"1757" -0.51835093 0.56359703
"1758" -0.62881255 -0.62749378
"1759" 0.08505206 -0.62206561
"1760" 0.63878005 0.58509094
"1761" -0.64686246 0.65933742
"1762" -0.08544387 0.67719201
"1763" -0.57066793 0.13083535
"1764" 1 -0.43464007
"1765" 1 -0.3823559
"1766" -0.09104537 0.67097341
"1767" 0.668853 -0.74312123
"1768" 0.0942032 -0.59549964
"1769" 0.62933292 0.57473189
"1770" -0.64530556 0.65623962
"1771" -0.52613613 0.15183247
"1772" 1 -0.43356826
"1773" 0.0318659 -0.63246577
"1774" 0.16391456 -0.13944118
"1775" 0.66225532 0.62204699
"1776" -0.44606669 0.38457762
"1777" 0.56965537 0.12978212
"1778" -0.62457131 -0.62269324
"1779" -0.63348397 -0.63219747
"1780" -0.04649748 0.71816077
"1781" 0.63608889 0.57267589
"1782" 0.18984945 -0.13481987
"1783" 1 -0.42899332
"1784" -0.47455321 0.34983442
"1785" 0.0407134 -0.63316184
"1786" 0.061980524 -0.622247946
"1787" -0.309161606 0.363350422
"1788" -0.68117993 0.675355651
"1789" 0.190701104 -0.107910406
"1790" 1 -0.429898148
"1791" -0.674046755 0.006897141
"1792" 0.642731831 0.575500983
"1793" -1 -0.001384371
"1794" 1 -0.465462376
"1795" -0.452572815 0.319898977
"1796" 0.183061464 -0.162995113
"1797" -0.035077188 0.710523138
"1798" 0.620525237 0.561777066
"1799" -0.610958274 -0.612678647
"1800" -0.61618009 -0.61222819
"1801" 0.66082748 -1
"1802" -0.635629 0.02038906
"1803" 0.53463636 0.10627241
"1804" 0.64810005 0.60790751
"1805" 1 -0.43154116
"1806" -0.42893471 0.49796177
"1807" -0.61485591 -0.61183437
"1808" 0.65151427 0.61038877
"1809" -0.04051435 0.70644174
"1810" -0.63205609 0.64462612
"1811" 0.11575512 -0.5520882
"1812" 0.5382155 0.10919224
"1813" -0.45132127 0.18860606
"1814" -0.62418977 -0.62215401
"1815" 0.02496257 -0.63962642
"1816" 0.5731805 0.12292974
"1817" 0.65952555 0.61817517
"1818" -0.46083368 0.32763861
"1819" 0.17456997 -0.15928074
"1820" -0.0448419 0.71304367
"1821" -0.62387366 -0.62009406
"1822" -0.44654394 0.50939614
"1823" 1 -0.43567069
"1824" 0.20934174 -0.10007041
"1825" 0.62908541 0.56361172
"1826" -0.64662157 0.02660532
"1827" 0.06478152 -0.61737897
"1828" -0.61614356 -0.61336661
"1829" -0.63460596 0.02432612
"1830" -0.01606875 0.72328925
"1831" 0.54098312 0.11138297
"1832" 1 -0.49161656
"1833" 0.65023916 0.61009844
"1834" -0.5049047 0.52053672
"1835" 0.17469029 -0.16382452
"1836" -0.01067293 0.72755703
"1837" -0.65403504 0.65467725
"1838" -0.67550454 -0.01227505
"1839" -0.32427786 0.29960498
"1840" 0.55981 0.15779889
"1841" -0.61615788 -0.61414284
"1842" 1 -0.5881286
"1843" 1 -0.1686784
"1844" -0.4097504 0.2115793
"1845" 0.5488981 0.1425259
"1846" -0.6372442 0.6453043
"1847" 0.1198641 -0.5509165
"1848" -0.6154794 -0.612468
"1849" 0.56141179 0.49486621
"1850" 0.04966946 -0.61786043
"1851" 1 -0.47376197
"1852" -0.61821256 -0.61584792
"1853" 1 0.62277448
"1854" -0.43875517 0.3806006
"1855" 0.19580119 -0.11750533
"1856" -0.62145431 -0.61874695
"1857" -0.64156632 0.6449885
"1858" -0.30832445 0.26404676
"1859" -0.68236276 -0.0269442
"1860" 1 -0.43061886
"1861" -0.03375849 0.70849362
"1862" 0.63210463 0.57099988
"1863" -0.61615689 -0.61446161
"1864" 0.63248654 0.56990038
"1865" 1 -0.43438178
"1866" -0.68197355 0.67292935
"1867" -0.65973388 0.0122934
"1868" 0.09547486 -0.57800999
"1869" -0.30124662 0.39013917
"1870" 0.53768824 0.11437523
"1871" 1 -0.34825636
"1872" 0.10554709 -0.56254151
"1873" -0.4159972 0.49212172
"1874" 0.67085493 -0.7466222
"1875" 0.65015497 0.61079627
"1876" -0.63871325 0.02370733
"1877" -0.6857372 -0.01683592
"1878" -0.03703212 0.71634298
"1879" 0.05467739 -0.621555
"1880" -0.30605536 0.26601936
"1881" -0.63904712 0.64194427
"1882" 0.20652375 -0.12466491
"1883" -0.62205022 -0.61997647
"1884" -0.61845349 -0.61525232
"1885" 0.18361529 -0.16306255
"1886" -0.0190724 0.72162569
"1887" -0.51093257 0.52743738
"1888" 1 -0.47695391
"1889" -0.63151822 0.02884335
"1890" 0.62210542 0.56520045
"1891" -0.62121026 -0.61948195
"1892" 0.08946499 -0.59267303
"1893" -0.64169091 0.65143135
"1894" -0.10335564 0.66049093
"1895" 1 -0.42823891
"1896" -0.53486736 0.14601019
"1897" 0.63040961 0.57151965
"1898" -0.67773165 -1
"1899" 0.09887818 -0.56488948
"1900" -0.6699447 1
"1901" 0.62579408 0.56335467
"1902" 1 -0.43565958
"1903" -0.58114066 -0.57070904
"1904" -0.43807371 0.38117603
"1905" 0.1191555 -0.57677272
"1906" -0.01540733 -1
"1907" 0.6310061 0.5670371
"1908" -0.46305043 0.32401289
"1909" -0.05012079 0.71352299
"1910" 1 -0.44211461
"1911" 0.19928412 -0.10718398
"1912" -0.61591794 -0.61323742
"1913" 1 -0.36928169
"1914" -0.42796732 0.49924659
"1915" 0.62326721 0.56305993
"1916" 0.66789721 -0.74178814
"1917" 0.09648841 -0.57758362
"1918" -0.643339 0.02235488
"1919" 0.09941946 -0.56926596
"1920" -0.62653024 0.03623234
"1921" 0.64790042 0.60793673
"1922" -0.51805254 0.53721562
"1923" 1 -0.4375753
"1924" 0.54268762 0.10647342
"1925" -0.02195552 0.72308612
"1926" -0.61592899 -0.61345826
"1927" 1 -0.44127007
"1928" -0.64294695 0.0228898
"1929" 0.5671911 0.47174945
"1930" 1 0.62448493
"1931" -0.43700159 0.50365581
"1932" 0.09632061 -0.57789581
"1933" 1 -0.4280454
"1934" -0.54472064 0.14189649
"1935" -0.6424602 0.65357873
"1936" -0.09636739 0.66630593
"1937" 0.63237855 0.57490835
"1938" 0.08732211 -0.60144621
"1939" -0.62317946 -0.62157874
"1940" -0.72695206 -0.7341735
"1941" 0.87017651 -0.38263829
"1942" -0.30046724 0.38417017
"1943" 0.5501469 0.4988134
"1944" -0.61773514 -0.07084888
"1945" -0.01989559 0.78158935
"1946" 0.27100732 -0.51992197
"1947" 0.02077974 -0.6435605
"1948" -0.62819215 -0.62654912
"1949" -0.04470455 0.71711111
"1950" 0.66253912 0.61919635
"1951" 0.57731855 0.12083151
"1952" 0.17696172 -0.16477695
"1953" -0.46511477 0.33827512
"1954" -0.53437716 0.14740748
"1955" 0.08912172 -0.59401632
"1956" -0.10231416 0.66149936
"1957" 1 -0.42693211
"1958" -0.62188873 -0.62024653
"1959" -0.64276132 0.65290542
"1960" 0.6308811 0.57227979
"1961" -0.62117717 -0.61945178
"1962" 0.08986423 -0.59151595
"1963" 1 -0.42791767
"1964" 0.63029087 0.57124213
"1965" -0.64219121 0.65174007
"1966" -0.53286472 0.14735081
"1967" -0.10464753 0.65957487
"1968" -0.6309394 -0.61563529
"1969" -0.55684591 0.10315732
"1970" -0.07740387 0.67827853
"1971" -0.62625477 0.63633134
"1972" 0.66990368 -1
"1973" 1 -0.42139088
"1974" 0.63285882 0.57815133
"1975" -0.5817335 -0.589018
"1976" 0.061429 -0.612791
"1977" 0.5913818 0.4568135
"1978" -1 -0.6853462
"1979" 1 0.6373663
"1980" -0.4782433 0.4196599
"1981" 1 -0.4612244
"1982" -0.68464169 0.6787922
"1983" -0.68853162 0.01001174
"1984" 0.66449935 0.59283735
"1985" 0.06777994 -0.6282031
"1986" 1 -0.43128547
"1987" -0.30633652 0.34824836
"1988" 0.17786894 -0.1050858
"1989" -0.61582627 -0.61318779
"1990" 0.09972069 -0.57127985
"1991" 0.66826205 -0.74261985
"1992" 1 -0.36360235
"1993" -0.64088343 0.02266385
"1994" -0.42229493 0.4957826
"1995" 0.62254528 0.56365021
"1996" 1 -0.48044138
"1997" 0.04977911 -0.61902477
"1998" -0.46285919 0.18077142
"1999" 0.55858785 0.50410119
"2000" 1 0.62239898
"2001" 0.19398373 -0.1198437
"2002" -0.62353697 0.64068845
"2003" -0.63663598 0.02316484
"2004" -0.61617098 -0.61342835
"2005" -0.50237244 0.51782719
"2006" 0.55109114 0.14363631
"2007" -0.01494583 0.72386996
"2008" 1 -0.30229754
"2009" 0.67252351 -0.74421606
"2010" -0.61611286 -0.61389874
"2011" -0.01277449 0.72487819
"2012" 0.18410388 -0.1464567
"2013" -0.63662996 0.02399618
"2014" 0.62300936 0.5690406
"2015" -0.01363934 -1
"2016" -0.50584406 0.52063911
"2017" -0.46023527 0.33652109
"2018" 0.62617557 0.55487942
"2019" 0.67355477 1
"2020" 0.11584047 -0.55655034
"2021" 0.52911813 0.09085666
"2022" -0.62085257 -0.61724213
"2023" -0.02076639 0.72040907
"2024" 1 -0.511563306
"2025" 0.072856519 -0.599445195
"2026" -0.328315151 0.353464396
"2027" -0.680519118 0.682090067
"2028" 0.549033864 0.549681744
"2029" 1 0.62123957
"2030" -0.675835282 -0.009997937
"2031" -0.62309652 -0.62143499
"2032" 1 -0.39929533
"2033" 0.55632483 0.10889708
"2034" -0.65881889 0.03230154
"2035" 0.66695385 0.62824783
"2036" 0.05862426 -0.63727036
"2037" -0.50885779 0.55709916
"2038" -0.674629238 0.669276918
"2039" -0.660429613 0.002013985
"2040" -0.316374529 0.368315582
"2041" 1 0.619825023
"2042" 0.318826007 0.61158685
"2043" -0.416721364 -0.562585754
"2044" 0.125005024 -0.540691805
"2045" -0.40450693 0.48744879
"2046" 0.17091606 -0.14853174
"2047" 0.65840121 0.6202969
"2048" 0.02626517 -0.63582085
"2049" 1 -0.49359214
"2050" 0.5623912 0.1313722
"2051" -0.63825691 0.02362585
"2052" 1 0.6234846
"2053" 1 -0.3629458
"2054" 0.5608787 0.4957513
"2055" -0.4398074 0.3792917
"2056" 0.1015332 -0.5614272
"2057" 0.6672729 -0.7457952
"2058" -0.6152102 -0.6126491
"2059" 0.129995839 -0.561826755
"2060" -0.663781924 0.66193909
"2061" 0.213877345 -0.093585478
"2062" -0.315998006 0.334562727
"2063" -0.014860655 -1
"2064" -0.668343543 -0.005718453
"2065" 0.623856458 0.565779161
"2066" -0.683888783 -0.763333225
"2067" -0.66478813 0.057087431
"2068" 0.620803603 0.568532912
"2069" -0.65801712 0.656472795
"2070" -0.615112672 -0.375235568
"2071" -0.30561457 0.329098717
"2072" -0.007916208 0.729687328
"2073" -0.6158352879 -0.6146008805
"2074" 1 -0.4738338935
"2075" 0.1133603271 -0.5541910624
"2076" 0.6213750064 0.5628753855
"2077" -0.3150106175 0.3510865139
"2078" -0.6638935669 0.0008041042
"2079" -0.6682424166 0.6650651212
"2080" -0.661812947 0.007222378
"2081" 0.631438311 0.555831923
"2082" -0.304328989 0.374595439
"2083" -0.616492652 -0.614647959
"2084" 0.006845013 1
"2085" 0.109980186 -0.563177809
"2086" -0.68579938 0.657209219
"2087" -0.63434004 -0.63850645
"2088" 0.63909237 0.57033702
"2089" 0.20938963 -0.09453361
"2090" -1 0.67642994
"2091" -0.46716223 0.38948645
"2092" 0.05468673 -0.61932945
"2093" 1 -0.42814098
"2094" 1 -0.44988161
"2095" 0.64839115 0.60803511
"2096" -0.63888971 0.02330978
"2097" 0.10323445 -0.56485379
"2098" 0.53379534 0.10693942
"2099" -0.42210071 0.49513124
"2100" -0.6155615 -0.61313518
"2101" 0.05309625 -0.61761166
"2102" -0.63979131 0.02401665
"2103" -0.61758342 -0.61468888
"2104" 1 -0.47223902
"2105" -0.41661602 0.49224908
"2106" 0.62304802 0.56473139
"2107" 0.19699431 -0.11643053
"2108" 0.6632007 0.62126471
"2109" -0.56863485 0.58891189
"2110" -0.0302721 0.73228876
"2111" 0.56402415 0.10074092
"2112" -0.63608353 0.05491055
"2113" 0.10103907 -0.59848788
"2114" -0.62541434 -0.62390726
"2115" 0.09916867 -0.56584514
"2116" 0.64866187 0.60857066
"2117" 0.54257572 0.10856566
"2118" -0.61649757 -0.61451511
"2119" 1 -0.46228221
"2120" -0.45436319 0.31470275
"2121" -0.04131968 0.70907332
"2122" -0.61616666 -0.61349744
"2123" -0.63366414 0.01921611
"2124" -1 0.66943908
"2125" 0.10809231 -0.56200275
"2126" 1 -0.47618761
"2127" 0.62213023 0.56551944
"2128" -0.39955224 0.48503798
"2129" 0.13083478 -0.53707633
"2130" -0.01567842 -1
"2131" 1 -0.41361381
"2132" -0.46563576 0.52562774
"2133" 0.65180931 0.61312712
"2134" 0.5333782 0.10694392
"2135" -0.64345085 0.03371203
"2136" 0.08640528 -0.58644754
"2137" -0.64400316 0.02316577
"2138" 1 -0.41720538
"2139" 0.53586437 0.10620266
"2140" -0.61559831 -0.61319798
"2141" 0.64962425 0.61006801
"2142" -0.44586331 0.508201
"2143" -0.62334155 -0.62177519
"2144" 0.63263192 0.57561767
"2145" -0.09424817 0.66783184
"2146" -0.64191785 0.65337509
"2147" 1 -0.42847868
"2148" 0.08678287 -0.60369586
"2149" -0.54804467 0.13995555
"2150" 0.16679979 -0.14088385
"2151" 0.56536133 0.14140012
"2152" 0.03570276 -0.63023269
"2153" 0.66482691 0.62604902
"2154" 0.69487999 -0.74028028
"2155" -0.62366193 -0.6217315
"2156" -0.44514824 0.38331212
"2157" 0.05440485 -0.63764112
"2158" -0.16694245 0.62658905
"2159" 0.17332304 -0.14287465
"2160" 0.64740745 0.57638528
"2161" 0.70661111 -0.73455402
"2162" -0.67159798 0.66664546
"2163" -0.53518098 0.1513865
"2164" -0.6849923 -1
"2165" 0.06337814 -0.61870251
"2166" 0.18367391 -0.1309477
"2167" 0.68346213 0.63439768
"2168" -0.60747517 -0.58961155
"2169" -0.46794802 0.40745297
"2170" 0.58607421 0.1366811
"2171" 0.53493333 0.10649071
"2172" -0.43950683 0.50434981
"2173" 1 -0.4243794
"2174" -0.61567942 -0.61322353
"2175" 0.6491306 0.60933939
"2176" 0.09063544 -0.58075105
"2177" -0.64260153 0.02294497
"2178" -0.61647092 -0.61582868
"2179" 0.09064475 -0.57333127
"2180" -0.43701288 0.37759511
"2181" 1 -0.36830943
"2182" -0.66941723 1
"2183" 0.62396652 0.56367995
"2184" 0.66767349 -0.7416013
"2185" -0.6013649 -0.61635823
"2186" -0.39893911 0.57538479
"2187" 1 -0.16874994
"2188" 0.6128783 0.57637688
"2189" 1 -0.61751028
"2190" -0.54954579 0.08717445
"2191" -1 -0.00095404
"2192" -0.51089528 0.52712416
"2193" 0.1078057 -0.56154203
"2194" 0.62123403 0.56427694
"2195" -0.63134758 0.02852163
"2196" 1 -0.47099069
"2197" -0.01889751 0.7195225
"2198" -0.61593641 -0.6132476
"2199" -0.61547486 -0.61309151
"2200" -0.50456951 0.52130779
"2201" 1 -0.4754023
"2202" -0.01662973 0.72148819
"2203" 0.11179088 -0.55607824
"2204" -0.63225 0.02619159
"2205" 0.62091022 0.5636493
"2206" -0.01500646 0.72371998
"2207" 1 -0.4764904
"2208" -0.63400175 0.02292667
"2209" 0.65026573 0.60922204
"2210" -0.50004924 0.51660225
"2211" 0.53734725 0.1078352
"2212" 0.11375418 -0.55372919
"2213" 0.1170318 -0.5538297
"2214" -0.6382271 0.6481499
"2215" 0.5408191 0.1117789
"2216" -0.6183131 -0.6148828
"2217" 0.6595102 0.6164071
"2218" -0.4198643 0.2083344
"2219" 1 -0.4968407
"2220" 0.67224157 -0.74490437
"2221" 0.65924356 0.62086902
"2222" -0.61640321 -0.61312001
"2223" 0.17195885 -0.14882579
"2224" 0.56123663 0.13297094
"2225" 0.02489461 -0.63631114
"2226" -0.43240293 0.38164736
"2227" -0.616865522 -0.614444642
"2228" 0.047359253 -0.61992346
"2229" -0.316980321 0.33449645
"2230" -0.667632869 -0.004355669
"2231" 1 0.619787967
"2232" -0.663135256 0.661498354
"2233" 0.195581039 -0.121732935
"2234" 0.09172861 -0.57399787
"2235" -0.04117769 0.70398069
"2236" 1 -0.23759928
"2237" 0.70383005 -0.72344926
"2238" -0.46079086 0.32414538
"2239" 0.61974667 0.56727297
"2240" -0.61714449 -0.61635489
"2241" -0.69595504 -0.02354712
"2242" 0.09513463 -0.59469754
"2243" -0.65144689 0.65359615
"2244" 0.64683969 0.58452947
"2245" -0.03226063 0.70714241
"2246" -0.30672346 0.26102726
"2247" 1 -0.42904683
"2248" -0.639237186 -0.638376756
"2249" 0.559651342 0.631873509
"2250" 0.171704621 -0.173764687
"2251" 0.563058967 0.121691605
"2252" -0.467501623 0.406526112
"2253" 0.008439664 -0.651939977
"2254" 1 0.624600441
"2255" -0.29907745 0.35356538
"2256" 0.06249811 -0.61925284
"2257" 0.17178934 -0.10781059
"2258" -0.67272371 0.01022803
"2259" -0.67294383 0.66752375
"2260" 0.66924928 -0.74845835
"2261" 1 -0.37480707
"2262" -1 -0.007325013
"2263" 0.634009512 0.567967109
"2264" -0.088402739 0.684338099
"2265" -0.444009424 0.200890978
"2266" 0.052463531 -0.628605114
"2267" -0.630844213 0.671013486
"2268" 0.201603412 -0.13443046
"2269" -0.61985243 -0.59499996
"2270" 0.14305554 -0.56490473
"2271" -0.45419176 0.522651
"2272" 1 -0.44073897
"2273" 0.63455816 0.57233037
"2274" -0.65727112 0.02378298
"2275" -0.01110717 -1
"2276" -0.655645935 -0.654965351
"2277" 0.578814992 0.669583112
"2278" -0.492241496 0.433954415
"2279" 0.57293335 0.138035782
"2280" 0.17641867 -0.179832192
"2281" -0.001803205 -0.662968305
"2282" 1 0.625108517
"2283" -0.62089871 -0.61934175
"2284" 0.68445364 1
"2285" 1 -0.43357246
"2286" -0.65894608 0.02388073
"2287" 0.61093825 0.52539749
"2288" 0.08462847 -0.61362739
"2289" -0.46255422 0.52766624
"2290" -0.61674153 -0.61402671
"2291" 0.54206083 0.09834061
"2292" -0.62909407 0.03859384
"2293" -0.0245611 0.72522885
"2294" 0.64699216 0.60675598
"2295" 0.10579753 -0.57028754
"2296" -0.52855742 0.54766275
"2297" 1 -0.411883371
"2298" -0.680505973 0.675812898
"2299" 0.652730662 0.610186053
"2300" -0.662672735 -0.007158568
"2301" 0.548719776 0.103410377
"2302" -0.316512243 0.367137263
"2303" -0.618272269 -0.614622052
"2304" -0.63916907 0.02328978
"2305" 0.10865809 -0.56071071
"2306" 0.53776656 0.11102792
"2307" -0.41323548 0.4905798
"2308" 1 -0.4830646
"2309" 0.64955396 0.60953253
"2310" -0.61622157 -0.61348422
"2311" -0.61736311 -0.61461345
"2312" -0.03476192 0.71191477
"2313" 0.19205096 -0.12550853
"2314" 0.04395638 -0.62194603
"2315" 1 -0.58981298
"2316" -0.44801165 0.31061178
"2317" 1 -0.16608174
"2318" -0.61541201 -0.6125161
"2319" -0.44568245 0.30864459
"2320" -0.02281854 0.71874627
"2321" 0.1842586 -0.1467831
"2322" 1 -0.50462778
"2323" 0.62052435 0.56741167
"2324" -1 0.6677743
"2325" -0.61645095 -0.61426311
"2326" -0.01743086 0.72272665
"2327" -0.64764123 0.64885016
"2328" -0.67791748 -0.01476633
"2329" 0.67391159 -0.74339276
"2330" -0.3198283 0.28718244
"2331" 0.62061355 0.56730776
"2332" -0.61586456 -0.6125043
"2333" 0.19643085 -0.12067321
"2334" 0.04914411 -0.61873561
"2335" 1 -0.4654829
"2336" 1 0.61974015
"2337" -0.45310266 0.30979527
"2338" -0.03852068 0.70920917
"2339" -0.48324718 0.53633732
"2340" 1 -0.36694946
"2341" 0.55180651 0.13499219
"2342" -0.62729502 0.0217919
"2343" -0.62369858 -0.61365469
"2344" 0.66072059 0.63078045
"2345" 0.68981671 -0.76282073
"2346" -0.57377399 0.11145006
"2347" 0.61807714 0.55997736
"2348" 0.67576551 1
"2349" 0.10863996 -0.560796
"2350" -0.22709991 0.5581094
"2351" -0.68303232 0.66179088
"2352" 0.52677216 0.07922654
"2353" 0.534308858 0.101227439
"2354" -0.315640326 0.356207921
"2355" 0.648050137 0.606390973
"2356" -0.615896156 -0.614034056
"2357" -0.672536569 0.668426031
"2358" 0.109355049 -0.558799192
"2359" -0.665674776 -0.001158524
"2360" -0.6200943 -0.6180765
"2361" -0.5267124 0.1497098
"2362" 1 -0.4295751
"2363" -0.1148221 0.6519146
"2364" 0.0928691 -0.5839348
"2365" -0.6439463 0.6511418
"2366" 0.6291649 0.568975
"2367" -0.3934592 0.48305066
"2368" 1 -0.16852494
"2369" 0.53592534 0.11238173
"2370" 0.65108905 0.61103766
"2371" -0.6382825 0.02451424
"2372" -0.66815596 1
"2373" 1 -0.58917508
"2374" -0.615846 -0.6129242
"2375" 0.6199429 0.5671948
"2376" 1 -0.1601634
"2377" 0.6291787 -0.7651965
"2378" 1 -0.5741509
"2379" -0.4331671 0.3791784
"2380" 0.1110022 -0.555941
"2381" -1 -0.001935669
"2382" 0.659874016 -1
"2383" 0.537315602 0.108724138
"2384" 0.653127563 0.611163692
"2385" -0.614814468 -0.612107785
"2386" -0.436305599 0.389764217
"2387" 0.115955428 -0.552272995
"2388" -0.62172098 -0.61978632
"2389" 0.56764763 0.47498099
"2390" 0.21063935 -0.12592685
"2391" -0.46173188 0.33052896
"2392" 0.04924713 -0.62159581
"2393" 1 0.62403863
"2394" -0.03992644 0.71572275
"2395" -0.666995247 -0.003904925
"2396" -0.317057304 0.343304058
"2397" 0.107443732 -0.560696295
"2398" 1 -0.468578695
"2399" -0.66721012 0.664663772
"2400" -0.616075086 -0.613969982
"2401" 0.553835499 0.160300409
"2402" -0.3986175 0.48522959
"2403" 0.10989493 -0.55801527
"2404" 1 -0.59084043
"2405" -0.668263 1
"2406" 0.61896028 0.56491346
"2407" -0.63827925 0.02417488
"2408" 1 -0.16671201
"2409" -0.6410304 0.02412616
"2410" 0.21110842 -0.11192525
"2411" -0.43126492 0.49910985
"2412" 1 0.6231873
"2413" 0.56503789 0.47842387
"2414" 0.05973592 -0.61525664
"2415" -0.61863985 -0.61557844
"2416" -0.62025708 -0.61840097
"2417" 0.09118906 -0.58746758
"2418" -0.64219885 0.65049869
"2419" 0.62953636 0.56996312
"2420" 1 -0.4300588
"2421" -0.5300335 0.14791041
"2422" -0.1096388 0.65560553
"2423" -0.6181058 -0.6156274
"2424" 0.6755401 1
"2425" -0.6718954 0.6565458
"2426" 0.109994 -0.5638849
"2427" -0.5609109 0.1236153
"2428" -0.198847 0.5793814
"2429" 0.6059794 0.5142178
"2430" 0.17526336 -0.14653266
"2431" -0.62288264 -0.61926144
"2432" -0.4350977 0.50250905
"2433" 0.56998699 0.12914486
"2434" 0.0362541 -0.63555225
"2435" 0.66139846 0.62133573
"2436" -0.64353489 0.02626394
"2437" -0.6154876 -0.6130969
"2438" 1 -0.5938763
"2439" 0.529623 0.1076984
"2440" 1 -0.1682124
"2441" -0.4381713 0.3769035
"2442" 0.104027 -0.5602286
"2443" 0.6445938 0.6099962
"2444" -0.50236203 0.51832548
"2445" 0.19286855 -0.12469913
"2446" 0.04438714 -0.6219623
"2447" 0.62091267 0.56579541
"2448" 1 -0.49060991
"2449" -0.01561458 0.72355821
"2450" -0.63563131 0.023777
"2451" -0.6183766 -0.6158242
"2452" 0.1119535 -0.5642484
"2453" -0.6652165 0.6549519
"2454" 0.6295925 0.5677543
"2455" 0.718635 -0.7156313
"2456" -0.1814944 0.5950613
"2457" -0.5488253 0.1330541
"2458" -0.61801903 -0.61505142
"2459" 0.21021804 -0.11192342
"2460" -0.42651621 0.49665987
"2461" 1 0.62315468
"2462" 0.56460083 0.47917977
"2463" -0.64015496 0.02409512
"2464" 0.0593243 -0.61496083
"2465" -0.62009706 -0.61689826
"2466" 1 -0.44723315
"2467" 0.62571749 0.56312431
"2468" 0.05959302 -0.61643406
"2469" 0.2023868 -0.10818032
"2470" -0.43038794 0.49956666
"2471" -0.64240663 0.02477282
"2472" 0.10913776 -0.56187409
"2473" -0.6401249 0.0233216
"2474" 1 0.62261504
"2475" -0.61593695 -0.61347101
"2476" 0.54644885 0.5776362
"2477" -0.43504931 0.50180298
"2478" 0.50036443 0.07760811
"2479" -0.61949885 -0.61691639
"2480" 0.62882199 0.56866857
"2481" -0.63998906 0.64309924
"2482" -0.30914364 0.26535726
"2483" -0.0328072 0.70996437
"2484" -0.68177632 -0.02400099
"2485" 1 -0.44145282
"2486" -0.65266644 0.65660065
"2487" -0.69225889 -0.02308658
"2488" 0.11336449 -0.57444366
"2489" -0.02776895 0.70990822
"2490" -0.31140827 0.2741474
"2491" 0.64299553 0.5773858
"2492" -0.62485586 -0.62599381
"2493" 0.03505387 -0.63411369
"2494" -0.64176502 0.02500775
"2495" 0.56715762 0.12959089
"2496" -0.42594025 0.49706684
"2497" 0.17350996 -0.1465293
"2498" 0.65882501 0.62001634
"2499" -0.62041686 -0.61713675
"2500" -0.6246621 -0.6228818
"2501" 0.6754775 1
"2502" 0.1700477 -0.1552789
"2503" 0.0245405 -0.6384805
"2504" 0.5718601 0.1052334
"2505" 0.6336001 0.5721843
"2506" -0.446265 0.3855666
"2507" 0.512838284 0.085072436
"2508" -0.61584315 0.648295038
"2509" 1 0.622152989
"2510" 0.545217795 0.580301005
"2511" -0.435327276 0.194703183
"2512" -0.607622255 -0.615976657
"2513" -1 -0.002539648
"2514" 0.05267074 -0.61797809
"2515" 0.19667443 -0.1167587
"2516" -0.64009619 0.02397807
"2517" 0.62342519 0.56541815
"2518" -0.61778237 -0.61487232
"2519" 1 -0.47455673
"2520" -0.41733872 0.49262775
"2521" -0.62059711 -0.61773557
"2522" 0.11024128 -0.55931758
"2523" 1 -0.34779109
"2524" -0.44435744 0.43503422
"2525" -0.01204805 0.72736353
"2526" 0.67013896 -0.74411044
"2527" -0.20328949 0.11594457
"2528" -0.61652879 -0.61374444
"2529" 0.1914271 -0.12616897
"2530" 0.62066998 0.56706936
"2531" -0.50115395 0.51673909
"2532" 0.04082914 -0.62375537
"2533" -0.63725769 0.02292364
"2534" -0.01327724 0.72467802
"2535" -0.32102153 0.28782165
"2536" -0.64842512 0.64966901
"2537" -0.01678655 0.72349605
"2538" 1 0.62137424
"2539" 0.11829618 -0.5518959
"2540" -0.67782293 -0.01613277
"2541" 0.55319876 0.52350862
"2542" -0.616172445 -0.613789423
"2543" 0.670669409 -0.745807246
"2544" -0.6613949 0.660867783
"2545" 0.61971695 0.568304281
"2546" -0.668995153 -0.006426831
"2547" -0.321921616 0.325852007
"2548" 0.184158637 -0.144147135
"2549" -0.616231 -0.61389329
"2550" 1 -0.47620185
"2551" 0.54401999 0.58394496
"2552" 0.52457712 0.09493874
"2553" 0.10434707 -0.56168495
"2554" 1 0.62160608
"2555" -0.43726611 0.37973018
"2556" -0.42797065 0.50006454
"2557" 1 -0.44003143
"2558" -0.67692822 -1
"2559" -0.64239527 0.02334434
"2560" 0.10590568 -0.56794682
"2561" 0.62413166 0.56307076
"2562" -0.58339069 -0.56689602
"2563" -0.55982146 0.1349684
"2564" -0.64389531 0.65607924
"2565" 1 -0.43097997
"2566" 0.08549653 -0.6132224
"2567" -0.08896734 0.67291145
"2568" 0.63541853 0.58016756
"2569" -0.62591276 -0.62445226
"2570" 1 0.62645303
"2571" -0.4822928 0.53297686
"2572" 0.25137596 -0.08735919
"2573" 0.57650573 0.43925432
"2574" 0.0817203 -0.61370427
"2575" -0.64785697 0.03202674
"2576" -0.62694358 -0.62251302
"2577" 0.061371041 -0.618692923
"2578" -0.42705719 0.208367694
"2579" 1 -0.431599619
"2580" 0.630648635 0.56435376
"2581" -1 -0.006977345
"2582" -0.616053469 0.663294916
"2583" 0.190408322 -0.106836627
