"slope" "angle" "top.layer3" "bot.layer3" "vs2" "vs3" "vs4" "density" "freq" "y.hat.Combined" "Quant.Combined" "LL.Combined" "UL.Combined" "y.hat.single" "LL.single" "UL.single" "y.hat.CGP" "LL.CGP" "UL.CGP" "y.true"
"154" -0.062270623518562 1.27766301878698 1.46363536636178 1.66244737082103 0.916231690707239 -0.100771970033166 -0.61653486295825 -0.264823002944885 -0.465883369355819 4.47241565930697 0.504 -1.17224235961879 9.73779126234749 3.5283864962037 0.447142436776564 6.60963055563083 6.50771576445391 3.35536189513077 9.66006963377706 6.3643993502872
"155" -0.062270623518562 0.359581807682563 1.46363536636178 -0.262424150778001 0.971378615626607 -1.47742855801919 -0.789457262493466 -1.48408176420126 -1.19886538533414 5.50770577848414 0.512 -0.21899986103852 11.3926805663438 7.48597209165804 4.05587954830486 10.9160646350112 7.08912637703597 4.22516505435588 9.95308769971605 1.86689384310461
"157" -0.062270623518562 -0.558499403421853 1.46363536636178 0.122550153541805 0.812831206483422 1.57669646879813 -1.10204775396097 -1.48408176420126 1.00008066260082 4.08608416657283 0.495 -0.923040309711883 9.2650913410657 3.07808340921989 -0.500690052682203 6.65685687112199 3.8817565080341 0.668117885422726 7.09539513064548 2.28561684853823
"159" -0.062270623518562 -1.47658061452627 1.46363536636178 -1.03237275941761 0.833511303328185 -0.532525450069913 -1.37473307630497 0.344806377683303 1.00008066260082 4.31239668346568 0.478 -0.461494980697907 9.29482579665982 3.09700929131715 0.366638032383091 5.82738055025121 3.83424042089227 1.20026406537676 6.46821677640777 4.86261724558085
"161" -0.062270623518562 -0.558499403421853 -0.875841742708 -1.41734706373742 1.82615595187682 1.71117706094072 1.64475805404073 0.954435758311492 0.267098646622499 4.19259926008411 0.503 -2.06132709769162 10.4299749406867 3.48292164519515 0.320665813309633 6.64517747708067 6.17988160055843 1.2626690263142 11.0970941748027 3.66106351153077
"162" -0.062270623518562 -0.558499403421853 -0.875841742708 0.892498762181415 1.77790239257238 1.83150180127883 1.31886583953205 -0.874452383573074 0.267098646622499 4.88669339085525 0.522 -0.854488795565593 10.8550628888147 3.69441342694653 0.914645554252983 6.47418129964007 1.98564343772277 -1.5173687229262 5.48865559837174 1.67419421480265
"164" -0.062270623518562 -1.47658061452627 -0.875841742708 0.50752445786161 1.79858248941714 -0.390966932025078 0.73359002572055 1.56406513893968 0.267098646622499 3.90539154868966 0.491 -1.5829265680603 9.44679664057735 2.46669152654118 0.189111440915561 4.7442716121668 2.6136773469291 -0.768833182130181 5.99618787598838 2.8345425110599
"165" -0.062270623518562 1.27766301878698 -0.875841742708 -0.647398455097806 1.6538218115038 0.200039880812108 0.474206426417727 -1.48408176420126 2.46604469455745 3.33619016701008 0.502 -2.89430295313156 9.6636227771332 2.87389811287729 -1.77341907287363 7.52121529862822 1.85589958538811 -4.24465203251915 7.95645120329538 0.254798393060826
"166" -0.062270623518562 1.27766301878698 -0.875841742708 0.122550153541805 1.61246161781427 0.0549423998161518 0.228124550156073 0.954435758311492 2.46604469455745 2.38732470417062 0.526 -2.98164554361055 8.31675834384692 2.77497201996822 -3.24205255743508 8.79199659737151 0.367240269931837 -5.04822215710396 5.78270269696763 0.507224689465081
"169" -0.062270623518562 1.27766301878698 -0.875841742708 0.50752445786161 1.90887633925588 0.490234842804019 -0.417009017340693 1.56406513893968 -1.19886538533414 5.21965043910212 0.491 -0.422774713288952 11.2795172149725 2.56907170892622 -1.89945407712101 7.03759749497344 2.97557885494924 -0.602684578064313 6.5538422879628 1.9198447869514
"171" -0.062270623518562 0.359581807682563 -0.875841742708 0.892498762181415 1.92955643610064 -1.05983092978692 -0.776155539452296 -0.264823002944885 -1.19886538533414 2.95243876430546 0.507 -2.32095215348893 8.45410286986041 1.40364010649357 -1.09481854618214 3.90209875916928 2.20749476380956 -1.68683219615789 6.101821723777 1.32730116786343
"172" 1.43222434092693 0.359581807682563 -0.875841742708 -1.41734706373742 1.88819624241111 -1.08106470749365 -0.942427077466926 0.344806377683303 -0.465883369355819 2.95307322530327 0.496 -2.90319137253492 8.88895281235304 5.67193307700416 -0.275355297323689 11.619221451332 -1.80179598347478 -5.52862928855399 1.92503732160443 3.9106337016924
"178" 1.43222434092693 -1.47658061452627 0.878766089094337 -0.262424150778001 1.13681939038471 -0.429895524487407 1.33881842409381 -1.48408176420126 0.267098646622499 6.74840383821041 0.523 0.614121912204229 13.1976043319307 6.30320572806141 1.92530321652044 10.6811082396024 8.38617826117767 5.91573221230104 10.8566243100543 2.98141869123247
"180" 1.43222434092693 -0.558499403421853 0.878766089094337 -0.647398455097806 1.15749948722948 1.42098209894881 0.753542610282306 0.344806377683303 0.267098646622499 5.29771268128464 0.507 -0.166822353639258 10.9650584931855 9.62499809804023 6.77204382705204 12.4779523690284 8.66633589054649 5.91689689130185 11.4157748897911 7.68555028056777
"186" 1.43222434092693 0.359581807682563 0.878766089094337 2.04742167514083 1.21264641214885 -1.21554529963624 -0.589931416875909 -0.874452383573074 -0.465883369355819 4.6374915721595 0.517 -1.04752011721671 10.9094831495005 2.66780216301255 -0.36247576599029 5.6980800920154 5.74255734927502 0.757846778943358 10.7272679196067 5.99915075190007
"187" 1.43222434092693 1.27766301878698 0.878766089094337 -0.647398455097806 1.26779333706821 0.444228324439448 -0.76950467793171 -1.48408176420126 -1.19886538533414 4.73033617038261 0.478 -1.25697186861437 10.4342131162158 3.92907726002957 -0.378938890549463 8.23709341060861 3.90910592073142 1.60998080061548 6.20823104084736 1.58364821205418
"193" 1.43222434092693 0.359581807682563 -0.290972465440554 -1.41734706373742 -0.503801625966509 -1.56590263179721 1.68466322316424 0.344806377683303 0.267098646622499 5.71410142621801 0.498 0.0454399714571436 11.4364973187646 6.46192614886044 1.51891163814418 11.4049406595767 10.3228726393038 5.1260993318163 15.5196459467913 3.8310545812987
"194" 1.43222434092693 0.359581807682563 -0.290972465440554 0.892498762181415 -0.531375088426193 -1.51281818753039 1.35877100865556 -0.874452383573074 0.267098646622499 3.7999403715167 0.515 -1.32726424120409 9.3758846499892 3.64753001318448 0.265620316706217 7.02943970966275 1.5838824678898 -0.829568104280423 3.99733304006003 2.86502237212799
"195" 1.43222434092693 1.27766301878698 -0.875841742708 -0.262424150778001 -0.490014894736666 -0.0441485628152325 1.05283137870864 -0.874452383573074 -0.465883369355819 5.27433259685144 0.503 -0.863687693682171 11.4315833272667 4.93560655631364 0.682848519756157 9.18836459287112 12.5385758876549 10.0742564774287 15.002895297881 10.214170021119
"196" 1.43222434092693 1.27766301878698 -0.290972465440554 0.50752445786161 -0.517588357196351 -0.182168117908946 0.766844333323476 1.56406513893968 0.267098646622499 4.3766063401559 0.525 -1.05652396702751 9.94489878495973 3.30025953425757 -0.161694676964782 6.76221374547993 3.90373303123022 0.966325804932595 6.84114025752784 8.83316179481902
"202" 1.43222434092693 -1.47658061452627 -0.290972465440554 -0.262424150778001 -0.483121529121745 -0.826259375012945 -0.583280555355324 -1.48408176420126 -0.465883369355819 10.6816848301346 0.505 5.24920627384345 15.6185427021707 8.18264776727124 4.42022325520311 11.9450722793394 11.1632833531005 8.78985912741648 13.5367075787845 8.67843121371531
"203" 1.43222434092693 -0.558499403421853 -0.875841742708 0.892498762181415 -0.44865470104714 0.90075454513404 -0.75620295489054 -0.264823002944885 -1.19886538533414 8.19195741443093 0.517 2.12759213908708 14.1033409523157 5.40608915857325 2.21268938055585 8.59948893659064 5.89096209375114 3.63503218570126 8.14689200180102 4.71253444448021
"204" 1.43222434092693 -0.558499403421853 -0.290972465440554 -1.41734706373742 -0.469334797891903 0.868903878573952 -0.92247449290517 0.344806377683303 -1.19886538533414 7.15180559489511 0.514 1.60676356587153 12.3154687057733 1.95234581182804 -0.561806612365242 4.46649823602132 4.4866902789146 2.79478795951611 6.1785925983131 3.14569627590837
"208" 1.43222434092693 1.27766301878698 -0.290972465440554 -0.647398455097806 -0.565841916500799 0.476078990999535 -1.47449599911374 -1.48408176420126 1.00008066260082 2.99257862311667 0.503 -2.01154818009384 8.01722421704561 2.45031024795958 -0.854917413972572 5.75553790989173 1.68470487500814 -0.663700791792403 4.03311054180868 0.992531248556363
"209" 1.43222434092693 1.27766301878698 1.46363536636178 0.50752445786161 -0.855363272327485 0.0266306962071849 1.70461580772599 1.56406513893968 -0.465883369355819 5.36461405955203 0.493 -0.74384146681552 11.1538193296709 6.74063076453569 2.84039169673391 10.6408698323375 8.33748357681157 4.7397079445463 11.9352592090768 10.6779945637374
"210" 1.43222434092693 1.27766301878698 1.46363536636178 -0.262424150778001 -0.876043369172248 0.231890547372195 1.37872359321732 -1.48408176420126 0.267098646622499 5.49558724554166 0.496 -0.731342473411154 11.4760856896148 7.80812358524721 3.62323964249617 11.9930075279983 9.52290389967767 7.4711912892388 11.5746165101165 5.87661170363631
"217" 1.43222434092693 -0.558499403421853 1.46363536636178 -1.03237275941761 -0.814003078637958 1.09185854449457 -0.383754709737767 0.954435758311492 -1.19886538533414 6.84304418140564 0.513 0.967315201730947 12.620485030335 5.95296165620835 3.84404798317603 8.06187532924066 11.7149236261333 9.42074095643553 14.009106295831 14.5085439980126
"218" 1.43222434092693 -0.558499403421853 1.46363536636178 2.04742167514083 -0.834683175482722 1.20156639597931 -0.569978832314154 -0.264823002944885 -0.465883369355819 4.85134807451564 0.519 -0.549251362166176 10.9748196578852 4.33558621247863 1.33002923607528 7.34114318888197 2.92167812585233 -1.9009498453391 7.74430609704375 3.08080560231111
"223" 1.43222434092693 0.359581807682563 0.878766089094337 -1.41734706373742 -0.882936734787169 -1.10229848520037 -1.34147876870204 0.344806377683303 1.00008066260082 5.35974346351147 0.508 -0.256941753478829 11.1516645672457 1.65079348623233 -2.14158538753481 5.44317235999947 2.07915427984558 -1.91098460057864 6.0692931602698 0.965720235942101
"225" 1.43222434092693 1.27766301878698 -1.46071101997545 -1.41734706373742 -0.310787388748718 0.352215287710305 1.72456839228775 0.344806377683303 0.267098646622499 4.38407552234932 0.476 -1.83368097341434 10.6647414099238 6.42320696390079 0.801791247486835 12.0446226803147 9.88049241697374 4.25604688251032 15.5049379514372 5.46144640283467
"226" 1.43222434092693 1.27766301878698 -1.46071101997545 0.50752445786161 -0.338360851208402 0.380526991319272 1.39867617777907 -0.264823002944885 0.267098646622499 4.41826972740593 0.496 -1.87694737112029 10.3646753093072 3.17111916192179 -0.121725166415191 6.46396349025877 3.18150802548457 0.667870951037023 5.69514509993212 8.42510683802972
"227" 1.43222434092693 0.359581807682563 -1.46071101997545 -0.262424150778001 -0.297000657518876 -1.17307774422279 1.09273654783215 -1.48408176420126 -0.465883369355819 5.09598024762036 0.512 -0.785679951411224 11.1956485974391 6.67514883357873 2.39438404440493 10.9559136227525 11.9708225902949 9.3208250496953 14.6208201308946 7.25374380269418
"228" 1.43222434092693 0.359581807682563 -1.46071101997545 0.122550153541805 -0.32457411997856 -1.31463626226763 0.800098640926402 1.56406513893968 0.267098646622499 3.93406895908669 0.509 -1.70419066090915 9.95938651701766 5.8033393338217 2.92401253542378 8.68266613221961 5.66654103962756 2.67920475206439 8.65387732719073 7.62054034796495
"233" 1.43222434092693 -0.558499403421853 -1.46071101997545 0.50752445786161 -0.26253382944427 1.34666387697527 -0.370452986696597 1.56406513893968 -1.19886538533414 5.911366888234 0.512 -0.366597041256273 11.5444073887597 6.69196309598907 3.5601404612257 9.82378573075243 7.90461218824243 5.91501358739312 9.89421078909173 6.55123917385077
"234" 1.43222434092693 -0.558499403421853 -1.46071101997545 -0.647398455097806 -0.283213926289033 1.5377678763358 -0.556677109272983 -0.874452383573074 -0.465883369355819 10.1218185873876 0.514 5.00771517539451 14.9768097797216 9.34096125755023 6.36302365952764 12.3188988555728 9.40243070398509 6.80057517178667 12.0042862361835 13.1853338205206
"235" 1.43222434092693 -1.47658061452627 -1.46071101997545 0.892498762181415 -0.248747098214428 -0.482979968754221 -0.736250370328784 -0.874452383573074 -1.19886538533414 7.06549129733801 0.492 0.658611571934597 13.3887340963084 7.22074802083432 5.55718975608118 8.88430628558745 5.33044213727329 2.7769089556431 7.88397531890347 4.4026049169133
"242" 1.43222434092693 0.359581807682563 0.293896811826891 -0.647398455097806 -0.710602594414142 -1.01736337437347 1.41862876234083 -1.48408176420126 0.267098646622499 6.63779926476316 0.502 0.846577374076092 12.684601553428 10.7334905243538 8.86000962714415 12.6069714215635 10.6547488652946 8.19112165735765 13.1183760732315 12.6580360756314
"243" 1.43222434092693 1.27766301878698 0.293896811826891 1.66244737082103 -0.676135766339536 0.649488175604458 1.10603827087332 -0.264823002944885 -0.465883369355819 4.34495644336114 0.531 -1.02843571261579 9.79998537672022 1.66647751189344 -1.10718645322196 4.44014147700884 2.03019748310037 -0.0816929299931823 4.14208789619392 6.48085903532658
"244" 1.43222434092693 1.27766301878698 0.293896811826891 -1.03237275941761 -0.6968158631843 0.553936175924195 0.820051225488158 0.954435758311492 0.267098646622499 5.17534335958799 0.512 -0.671381034837677 11.1478386623575 9.02763647336677 4.75138642753722 13.3038865191963 10.5031379732246 8.09897295831546 12.9073029881338 11.0382777391334
"250" 1.43222434092693 -1.47658061452627 0.293896811826891 1.66244737082103 -0.662349035109694 -0.313109747100419 -0.550026247752398 -0.264823002944885 -0.465883369355819 7.30977487094862 0.487 1.57008465438907 12.9455414795709 5.67157733290883 0.869692762781336 10.4734619030363 3.03695505553497 -1.01488339098612 7.08879350205607 3.95230846220978
"251" 1.43222434092693 -0.558499403421853 0.293896811826891 -0.262424150778001 -0.627882207035089 1.91289794915461 -0.722948647287614 -1.48408176420126 -1.19886538533414 8.44320797338525 0.523 1.90535434134651 14.6385672056011 11.4507835238931 8.35260872544509 14.5489583223411 12.6319035267707 11.0002188440342 14.2635882095072 9.78599695980453
"252" 1.43222434092693 -0.558499403421853 0.293896811826891 0.122550153541805 -0.655455669494773 1.63331987601606 -0.889220185302244 1.56406513893968 -1.19886538533414 5.98068789365127 0.476 -1.13520793100004 11.5535049430042 9.1004290300326 5.61281335804327 12.5880447020219 11.2230722370875 9.3663475785797 13.0797968955953 9.88418765908801
"255" 1.43222434092693 1.27766301878698 0.293896811826891 -1.41734706373742 -0.717495960029063 0.111565807034086 -1.32817704566087 0.344806377683303 1.00008066260082 3.0890126146323 0.502 -2.69481020999393 8.36375643247356 2.47307084747739 -3.09452200456034 8.04066369951512 1.78408814023473 -1.89702273365165 5.46519901412111 0.622617192001749
"111" -1.05860059981555 0.971635948418841 -0.583407104074277 -1.28902229563081 0.0407742576122585 0.564553064777557 -1.10204775396097 -0.776911682672563 0.267098646622499 3.52904922880361 0.511 -1.59398141064744 9.74909858940212 4.41820159928267 -0.914761849682351 9.7511650482477 4.41633952062941 1.91056720936962 6.9221118318892 7.28935942683821
"24" -1.05860059981555 0.971635948418841 0.293896811826891 0.50752445786161 0.330295613438945 -0.0299927110107491 -1.38138393782555 0.100954625432028 -1.08158826277761 2.33129715974103 0.472 -1.98669324632248 6.75555964792168 3.90595083905042 -2.52764122551619 10.339542903617 3.14943187581702 0.730445476128975 5.56841827550506 3.92513505492269
"310" -1.05860059981555 0.971635948418841 -1.16827638134172 0.764173994074813 -1.21381828430338 -0.921811374693208 0.294633165361926 0.247265676782793 0.736207136848623 3.36678074694543 0.513 -2.25868476529699 9.0220970411991 3.90595083905042 -2.52764122551619 10.339542903617 -0.774582313049571 -4.75568751942143 3.20652289332229 0.79700587182731
"45" -1.05860059981555 0.359581807682563 0.878766089094337 -0.134099382671399 -0.63477557265001 -1.41726618785013 -0.264039202367233 -0.264823002944885 0.325737207900764 5.20902958602487 0.503 -0.55501012997663 10.7747823878865 3.90595083905042 -2.52764122551619 10.339542903617 3.56894659740051 1.20351700166876 5.93437619313226 7.15982879254699
"6" -1.05860059981555 0.359581807682563 0.586331450460614 -0.262424150778001 0.812831206483422 1.35728076582863 0.108409042785539 1.051976459212 -0.90567257894281 4.28898917498072 0.502 -1.11228968470929 9.81182547634653 3.90595083905042 -2.52764122551619 10.339542903617 6.78851112347883 4.36477595810184 9.21224628885581 7.29508219901377
"72" -1.05860059981555 -0.558499403421853 -1.75314565860917 0.764173994074813 0.523309850656736 1.65455365372279 -0.543375386231813 0.686198830835089 -0.0260941597688282 4.69545466297155 0.495 -1.58292308069038 10.7722240410393 3.90595083905042 -2.52764122551619 10.339542903617 3.04393603697944 -0.210583527880988 6.29845560183987 5.12275390518743
"85" -1.05860059981555 -0.558499403421853 1.17120072772806 2.04742167514083 1.48838103674569 -0.525447524167671 1.69131408468482 -0.630600631321798 -0.319286966160155 4.12752939298644 0.521 -1.7857361647285 10.665211877047 3.90595083905042 -2.52764122551619 10.339542903617 6.82296155786283 0.459211949205761 13.1867111665199 3.85234661615887
"94" -1.05860059981555 -0.558499403421853 -1.46071101997545 -0.00577461456479707 0.137281376221154 1.06000787793448 -1.28827187653736 0.17411015110741 -0.788395456386279 5.24381837944575 0.477 -0.421784063350595 10.7748442815512 3.90595083905042 -2.52764122551619 10.339542903617 5.64086144957649 2.70543437428488 8.5762885248681 6.63888740876013
"101" -1.05860059981555 -1.47658061452627 -0.875841742708 -0.647398455097806 0.619816969265631 -1.11999329995598 -1.47449599911374 -0.411134054295651 0.208460085344233 3.70135304129406 0.524 -1.68661901190618 9.07537343868067 3.90595083905042 -2.52764122551619 10.339542903617 5.64474758522064 2.67001744335262 8.61947772708865 1.05329443935401
"112" -1.05860059981555 -1.47658061452627 0.00146217319316832 -0.775723223204407 -1.11731116569449 0.366371139514788 0.946417594379277 1.12513198488738 0.38437576917903 3.16916214590004 0.504 -2.18522748761552 8.62411979291338 3.90595083905042 -2.52764122551619 10.339542903617 0.577957476268683 -2.10829580294416 3.26421075548153 12.2133667850905
"12" -1.05860059981555 -1.47658061452627 1.46363536636178 0.250874921648406 -0.152239979605532 -0.228174636273518 -0.822711570096392 -0.11851195159412 -0.964311140221075 5.86238133341986 0.495 0.611835841376466 11.4654769058921 3.90595083905042 -2.52764122551619 10.339542903617 6.03727036269509 3.87077284063787 8.20376788475232 7.05186774573277
"13" -0.062270623518562 1.27766301878698 -1.75314565860917 -0.904047991311009 0.233788494830049 -1.02090233732459 -1.56760806040194 0.978820933536619 -0.377925527438421 3.8515801717677 0.47 -2.08349544009074 9.87640254882572 3.90595083905042 -2.52764122551619 10.339542903617 5.90610067000439 2.38206744456945 9.43013389543934 5.47253152350248
"14" -0.062270623518562 1.27766301878698 0.00146217319316832 1.53412260271442 0.909338325092317 0.465462102146173 1.59820202339663 0.832509882185855 -1.14022682405587 4.99338935014454 0.52 -0.946230766719702 10.7453516340797 3.90595083905042 -2.52764122551619 10.339542903617 5.81052973077198 0.408627321599598 11.2124321399444 0.957813089041396
"151" -0.062270623518562 1.27766301878698 -0.290972465440554 -1.16069752752421 -1.31032540291228 -0.327265598904902 -0.17092714107904 -0.850067208347946 0.443014330457295 4.18981776841938 0.522 -1.58417493750123 9.37476894474008 3.90595083905042 -2.52764122551619 10.339542903617 4.67506315598337 1.73049309993682 7.61963321202992 4.25747173307837
"167" -0.062270623518562 0.359581807682563 1.17120072772806 0.250874921648406 1.68139527396348 0.762734990040326 1.41197790082024 -0.923222734023329 -0.729756895108014 5.75283885695475 0.514 0.341726328722385 11.696196009902 3.90595083905042 -2.52764122551619 10.339542903617 6.71977342435315 3.37914914192028 10.060397706786 6.46585937770223
"173" -0.062270623518562 0.359581807682563 -1.46071101997545 -1.03237275941761 0.716324087874527 1.85273557898555 -1.19515981524916 -0.996378259698712 0.149821524065968 5.26525651501394 0.483 -0.221024490173977 10.6962953271069 3.90595083905042 -2.52764122551619 10.339542903617 4.17134406740545 1.32509932103051 7.0175888137804 8.93606860030975
"181" -0.062270623518562 0.359581807682563 -0.875841742708 -0.904047991311009 1.10235256231011 -0.822720412061824 1.22575377824386 0.759354356510471 -0.0847327210470937 3.96171379692694 0.483 -2.27844326492485 9.69467764988136 3.90595083905042 -2.52764122551619 10.339542903617 7.19582980275025 4.95429925611485 9.43736034938566 6.16230078865791
"192" -0.062270623518562 -0.558499403421853 1.46363536636178 0.764173994074813 -1.50333964013007 1.15909884056586 -0.45026332494362 -1.06953378537409 -0.612479772551483 5.86196124826948 0.499 0.448647899611577 11.6274172701495 3.90595083905042 -2.52764122551619 10.339542903617 7.62145474306935 4.7138787252986 10.5290307608401 3.84761825212783
"205" -0.062270623518562 -0.558499403421853 -0.583407104074277 1.27747306650122 -1.02080404708559 1.5554626910914 -0.729599508808199 0.905665407861237 -0.436564088716686 5.41564321350117 0.494 -0.539605863594623 11.1585726292805 3.90595083905042 -2.52764122551619 10.339542903617 4.14591206192333 0.615138967170336 7.67668515667633 3.27760757199199
"213" -0.062270623518562 -0.558499403421853 0.878766089094337 0.50752445786161 1.2953667995279 0.86182595267171 1.50508996210844 -1.28900036240024 -0.26064840488189 6.05491039319836 0.502 1.38019047896243 10.9768995109629 3.90595083905042 -2.52764122551619 10.339542903617 5.13648122628293 2.80871632002522 7.46424613254064 3.25781415229759
"222" -0.062270623518562 -1.47658061452627 -1.16827638134172 0.379199689755008 1.00584544370121 -0.624538486799055 1.13264171695566 -0.191667477269502 -0.495202649994952 5.41491286112305 0.501 1.13026946546816 9.90323831098584 3.90595083905042 -2.52764122551619 10.339542903617 5.54865982910035 3.2849294754192 7.8123901827815 5.35303289507884
"23" -0.062270623518562 -1.47658061452627 0.293896811826891 -1.16069752752421 1.39187391813679 -1.51635715048151 0.480857287938312 -0.703756156997181 0.794845698126888 4.79657585751331 0.526 -1.08963452679427 10.6085536153525 3.90595083905042 -2.52764122551619 10.339542903617 4.34476050437585 1.20405406462023 7.48546694413147 2.17873215799652
"261" 1.43222434092693 1.27766301878698 1.46363536636178 2.04742167514083 1.77790239257238 0.267280176883404 -0.915823631384585 0.613043305159706 0.560291453013826 4.81595102826623 0.486 -1.42828507787962 10.9296960723343 3.90595083905042 -2.52764122551619 10.339542903617 6.12347500348156 -1.38570911812021 13.6326591250833 4.34103000207333
"271" 1.43222434092693 1.27766301878698 0.00146217319316832 -1.28902229563081 0.42680273204784 -0.72362944943044 -1.00893569267278 0.393576728133558 0.501652891735561 3.67400259015758 0.535 -1.9950922716319 9.81526966909385 3.90595083905042 -2.52764122551619 10.339542903617 2.57807450022708 -0.133468134351016 5.28961713480517 1.52691640065428
"281" 1.43222434092693 0.359581807682563 -0.290972465440554 1.40579783460782 -0.731282691258905 0.16818921425202 0.201521104073732 0.466732253808941 -0.202009843603625 4.92869295582339 0.529 -0.770071440041437 10.9241502492176 3.90595083905042 -2.52764122551619 10.339542903617 2.05996522834006 -1.62401517444938 5.7439456311295 2.41748463846687
"291" 1.43222434092693 0.359581807682563 -1.75314565860917 -1.03237275941761 -0.8277898098678 -1.31817522521875 -0.077815079790847 -0.337978528620268 -0.847034017664545 4.40789057462867 0.467 -1.40176846292607 10.5861682006841 3.90595083905042 -2.52764122551619 10.339542903617 11.0024673280861 8.6747279299864 13.3302067261857 6.80057429782525
"30" 1.43222434092693 0.359581807682563 0.878766089094337 0.250874921648406 -0.248747098214428 0.663644027408942 0.387745226650119 -0.484289579971033 -1.02294970149934 7.56090067346822 0.488 1.77709701112048 13.0758109558217 3.90595083905042 -2.52764122551619 10.339542903617 11.6454889513365 9.01057264370015 14.2804052589729 4.06436745388771
"311" 1.43222434092693 -0.558499403421853 0.293896811826891 -0.519073686991204 -0.924296928476696 -1.21908426258736 0.760193471802891 -0.0453564259187371 -0.143371282325359 9.89604077943626 0.505 4.60490088698489 14.7750750357705 3.90595083905042 -2.52764122551619 10.339542903617 12.6974525736814 10.9098463312181 14.4850588161447 9.43424096577323
"32" 1.43222434092693 -0.558499403421853 1.17120072772806 2.04742167514083 1.198859680919 1.45637172846002 0.0152969814973461 0.320421202458176 0.677568575570357 4.24916176850896 0.522 -1.39510938652055 9.66538629663238 3.90595083905042 -2.52764122551619 10.339542903617 4.45895866220653 -1.92807469332677 10.8459920177398 1.44857755501742
"331" 1.43222434092693 -0.558499403421853 -1.16827638134172 -0.519073686991204 -0.055732860996637 -0.129083673642133 1.31886583953205 -1.36215588807562 0.0325444015094373 7.1516850325659 0.525 0.765412480644495 13.473873470604 3.90595083905042 -2.52764122551619 10.339542903617 10.6153179658681 7.6855741618809 13.5450617698553 6.96968119316905
"351" 1.43222434092693 -1.47658061452627 -0.583407104074277 0.379199689755008 1.58488815535459 1.25818980319725 0.667081410514698 0.0277990997566456 -0.553841211273217 6.42054172743796 0.445 0.441764312583819 12.4019043957449 3.90595083905042 -2.52764122551619 10.339542903617 5.82135919512898 2.80047378985525 8.84224460040272 6.84547861321047
